id|schoolname|dy|mon|yr|indent_onetofive|indent_sixtoseven|indent_eight|indent_ninetoten|attend_onetofive|attend_sixtoseven|attend_eight|attend_ninetoten
33311|GKHPS KETHAMARANAHALLI|1|June|2012|20|30|||35|23||
33311|GKHPS KETHAMARANAHALLI|2|June|2012|20|30|||47|22||
33311|GKHPS KETHAMARANAHALLI|4|June|2012|20|30|||46|21||
33311|GKHPS KETHAMARANAHALLI|5|June|2012|20|30|||48|20||
33311|GKHPS KETHAMARANAHALLI|6|June|2012|50|20|||50|40||
33311|GKHPS KETHAMARANAHALLI|7|June|2012|50|20|||50|21||
33311|GKHPS KETHAMARANAHALLI|8|June|2012|50|20|||50|20||
33311|GKHPS KETHAMARANAHALLI|9|June|2012|50|20|||51|18||
33311|GKHPS KETHAMARANAHALLI|11|June|2012|50|20|||50|18||
33311|GKHPS KETHAMARANAHALLI|12|June|2012|50|20|||51|19||
33311|GKHPS KETHAMARANAHALLI|13|June|2012|50|20|||50|20||
33311|GKHPS KETHAMARANAHALLI|14|June|2012|50|20|||50|20||
33311|GKHPS KETHAMARANAHALLI|15|June|2012|50|30|||52|18||
33311|GKHPS KETHAMARANAHALLI|16|June|2012|50|30|||50|19||
33311|GKHPS KETHAMARANAHALLI|18|June|2012|50|30|||52|18||
33311|GKHPS KETHAMARANAHALLI|19|June|2012|50|30|||50|25||
33311|GKHPS KETHAMARANAHALLI|20|June|2012|50|30|||60|18||
33311|GKHPS KETHAMARANAHALLI|21|June|2012|50|30|||61|19||
33311|GKHPS KETHAMARANAHALLI|22|June|2012|50|30|||60|20||
33311|GKHPS KETHAMARANAHALLI|23|June|2012|50|30|||60|20||
33311|GKHPS KETHAMARANAHALLI|25|June|2012|50|30|||61|25||
33311|GKHPS KETHAMARANAHALLI|26|June|2012|50|30|||60|25||
33311|GKHPS KETHAMARANAHALLI|27|June|2012|80|30|||60|25||
33311|GKHPS KETHAMARANAHALLI|28|June|2012|50|30|||60|24||
33311|GKHPS KETHAMARANAHALLI|29|June|2012|50|30|||60|25||
32363|GKGHPS SRIRAMPURA|1|June|2012|30|20|||40|44||
32363|GKGHPS SRIRAMPURA|2|June|2012|28|20|||40|44||
32363|GKGHPS SRIRAMPURA|4|June|2012|40|30|||45|44||
32363|GKGHPS SRIRAMPURA|5|June|2012|40|30|||48|43||
32363|GKGHPS SRIRAMPURA|6|June|2012|50|40|||41|43||
32363|GKGHPS SRIRAMPURA|7|June|2012|40|40|||46|39||
32363|GKGHPS SRIRAMPURA|8|June|2012|40|40|||46|39||
32363|GKGHPS SRIRAMPURA|9|June|2012|40|40|||45|38||
32363|GKGHPS SRIRAMPURA|11|June|2012|40|40|||45|44||
32363|GKGHPS SRIRAMPURA|12|June|2012|40|40|||48|42||
32363|GKGHPS SRIRAMPURA|13|June|2012|40|40|||46|42||
32363|GKGHPS SRIRAMPURA|14|June|2012|40|40|||50|44||
32363|GKGHPS SRIRAMPURA|15|June|2012|40|40|||50|45||
32363|GKGHPS SRIRAMPURA|18|June|2012|40|40|||43|42||
32363|GKGHPS SRIRAMPURA|19|June|2012|40|40|||43|42||
32363|GKGHPS SRIRAMPURA|20|June|2012|40|40|||30|43||
32363|GKGHPS SRIRAMPURA|21|June|2012|40|40|||56|47||
32363|GKGHPS SRIRAMPURA|22|June|2012|40|40|||53|47||
32363|GKGHPS SRIRAMPURA|23|June|2012|40|40|||53|45||
32363|GKGHPS SRIRAMPURA|25|June|2012|40|40|||53|46||
32363|GKGHPS SRIRAMPURA|26|June|2012|40|40|||53|45||
32363|GKGHPS SRIRAMPURA|27|June|2012|40|40|||50|47||
32363|GKGHPS SRIRAMPURA|28|June|2012|40|40|||50|47||
32363|GKGHPS SRIRAMPURA|29|June|2012|40|40|||51|48||
32363|GKGHPS SRIRAMPURA|30|June|2012|40|40|||51|48||
32362|GKBHPS SRIRAMPURA|1|June|2012|10|18||||40||
32362|GKBHPS SRIRAMPURA|2|June|2012|10|19||||46||
32362|GKBHPS SRIRAMPURA|4|June|2012|10|32||||53||
32362|GKBHPS SRIRAMPURA|5|June|2012|10|32||||59||
32362|GKBHPS SRIRAMPURA|6|June|2012|15|45||||58||
32362|GKBHPS SRIRAMPURA|7|June|2012|22|65|||25|59||
32362|GKBHPS SRIRAMPURA|8|June|2012|22|65|||25|65||
32362|GKBHPS SRIRAMPURA|9|June|2012|22|65|||19|27||
32362|GKBHPS SRIRAMPURA|11|June|2012|22|65|||28|64||
32362|GKBHPS SRIRAMPURA|12|June|2012|22|65|||28|64||
32362|GKBHPS SRIRAMPURA|13|June|2012|22|65|||28|64||
32362|GKBHPS SRIRAMPURA|14|June|2012|22|65|||28|64||
32362|GKBHPS SRIRAMPURA|15|June|2012|22|65|||28|64||
32362|GKBHPS SRIRAMPURA|16|June|2012|22|65|||30|59||
32362|GKBHPS SRIRAMPURA|18|June|2012|22|65|||30|59||
32362|GKBHPS SRIRAMPURA|19|June|2012|22|65|||31|59||
32362|GKBHPS SRIRAMPURA|20|June|2012|22|65|||31|61||
32362|GKBHPS SRIRAMPURA|21|June|2012|22|65|||31|63||
32362|GKBHPS SRIRAMPURA|22|June|2012|22|65|||29|61||
32362|GKBHPS SRIRAMPURA|23|June|2012|22|65|||28|58||
32362|GKBHPS SRIRAMPURA|25|June|2012|20|60|||29|58||
32362|GKBHPS SRIRAMPURA|26|June|2012|20|60|||30|58||
32362|GKBHPS SRIRAMPURA|27|June|2012|20|60|||28|58||
32362|GKBHPS SRIRAMPURA|28|June|2012|20|60|||28|58||
32362|GKBHPS SRIRAMPURA|29|June|2012|27|60|||33|59||
32362|GKBHPS SRIRAMPURA|30|June|2012|27|60||||||
32365|GTLPS Q BLOCK|1|June|2012|20||||20|||
32365|GTLPS Q BLOCK|2|June|2012|20||||20|||
32365|GTLPS Q BLOCK|4|June|2012|20||||20|||
32365|GTLPS Q BLOCK|5|June|2012|20||||18|||
32365|GTLPS Q BLOCK|6|June|2012|20||||20|||
32365|GTLPS Q BLOCK|7|June|2012|20||||20|||
32365|GTLPS Q BLOCK|8|June|2012|20||||20|||
32365|GTLPS Q BLOCK|9|June|2012|20||||20|||
32365|GTLPS Q BLOCK|11|June|2012|20||||20|||
32365|GTLPS Q BLOCK|12|June|2012|20||||20|||
32365|GTLPS Q BLOCK|13|June|2012|20||||20|||
32365|GTLPS Q BLOCK|14|June|2012|20||||20|||
32365|GTLPS Q BLOCK|15|June|2012|20||||20|||
32365|GTLPS Q BLOCK|18|June|2012|16||||16|||
32365|GTLPS Q BLOCK|19|June|2012|20||||20|||
32365|GTLPS Q BLOCK|20|June|2012|20||||20|||
32365|GTLPS Q BLOCK|21|June|2012|20||||20|||
32365|GTLPS Q BLOCK|22|June|2012|20||||20|||
32365|GTLPS Q BLOCK|23|June|2012|20||||20|||
32365|GTLPS Q BLOCK|25|June|2012|20||||20|||
32365|GTLPS Q BLOCK|26|June|2012|20||||20|||
32365|GTLPS Q BLOCK|27|June|2012|20||||20|||
32365|GTLPS Q BLOCK|28|June|2012|20||||20|||
32365|GTLPS Q BLOCK|29|June|2012|20||||20|||
32365|GTLPS Q BLOCK|30|June|2012|20||||20|||
33171|GKLPS SWATHANTHRANAGAR|1|June|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|2|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|4|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|5|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|6|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|7|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|8|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|9|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|11|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|12|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|13|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|14|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|15|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|18|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|19|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|20|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|21|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|22|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|23|June|2012|11||||11|||
33171|GKLPS SWATHANTHRANAGAR|25|June|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|26|June|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|27|June|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|28|June|2012|11||||10|||
33171|GKLPS SWATHANTHRANAGAR|29|June|2012|11||||10|||
33171|GKLPS SWATHANTHRANAGAR|30|June|2012|11||||10|||
33179|GKLPS SHASTHRINAGAR|1|June|2012|18||||18|||
33179|GKLPS SHASTHRINAGAR|2|June|2012|14||||14|||
33179|GKLPS SHASTHRINAGAR|4|June|2012|20||||21|||
33179|GKLPS SHASTHRINAGAR|5|June|2012|20||||24|||
33179|GKLPS SHASTHRINAGAR|6|June|2012|20||||24|||
33179|GKLPS SHASTHRINAGAR|7|June|2012|20||||22|||
33179|GKLPS SHASTHRINAGAR|8|June|2012|20||||25|||
33179|GKLPS SHASTHRINAGAR|9|June|2012|25||||25|||
33179|GKLPS SHASTHRINAGAR|11|June|2012|30||||25|||
33179|GKLPS SHASTHRINAGAR|12|June|2012|30||||25|||
33179|GKLPS SHASTHRINAGAR|13|June|2012|40||||25|||
33179|GKLPS SHASTHRINAGAR|15|June|2012|40||||14|||
33179|GKLPS SHASTHRINAGAR|16|June|2012|40||||23|||
33179|GKLPS SHASTHRINAGAR|18|June|2012|40||||25|||
33179|GKLPS SHASTHRINAGAR|19|June|2012|40||||25|||
33179|GKLPS SHASTHRINAGAR|20|June|2012|40||||25|||
33179|GKLPS SHASTHRINAGAR|21|June|2012|40||||22|||
33179|GKLPS SHASTHRINAGAR|22|June|2012|40||||25|||
33179|GKLPS SHASTHRINAGAR|23|June|2012|40||||23|||
33179|GKLPS SHASTHRINAGAR|25|June|2012|30||||21|||
33179|GKLPS SHASTHRINAGAR|26|June|2012|30||||22|||
33179|GKLPS SHASTHRINAGAR|27|June|2012|30||||23|||
33179|GKLPS SHASTHRINAGAR|28|June|2012|30||||22|||
33179|GKLPS SHASTHRINAGAR|29|June|2012|30||||20|||
33179|GKLPS SHASTHRINAGAR|30|June|2012|30||||20|||
33172|GKMPS JAKKARAYANAKERE|1|June|2012|20|20|||20|20||
33172|GKMPS JAKKARAYANAKERE|2|June|2012|22|23|||22|23||
33172|GKMPS JAKKARAYANAKERE|4|June|2012|25|25|||22|21||
33172|GKMPS JAKKARAYANAKERE|5|June|2012|24|23|||25|25||
33172|GKMPS JAKKARAYANAKERE|6|June|2012|26|29|||24|23||
33172|GKMPS JAKKARAYANAKERE|7|June|2012|40|35|||40|35||
33172|GKMPS JAKKARAYANAKERE|8|June|2012|40|37|||40|35||
33172|GKMPS JAKKARAYANAKERE|9|June|2012|40|30|||40|30||
33172|GKMPS JAKKARAYANAKERE|11|June|2012|58|45|||31|31||
33172|GKMPS JAKKARAYANAKERE|12|June|2012|58|45|||30|31||
33172|GKMPS JAKKARAYANAKERE|13|June|2012|58|45|||30|31||
33172|GKMPS JAKKARAYANAKERE|14|June|2012|55|45|||30|31||
33172|GKMPS JAKKARAYANAKERE|15|June|2012|58|45|||31|31||
33172|GKMPS JAKKARAYANAKERE|18|June|2012|58|45|||30|29||
33172|GKMPS JAKKARAYANAKERE|19|June|2012|40|30|||30|31||
33172|GKMPS JAKKARAYANAKERE|20|June|2012|40|30|||31|31||
33172|GKMPS JAKKARAYANAKERE|21|June|2012|40|30|||30|31||
33172|GKMPS JAKKARAYANAKERE|22|June|2012|40|30|||30|30||
33172|GKMPS JAKKARAYANAKERE|23|June|2012|40|30|||30|30||
33172|GKMPS JAKKARAYANAKERE|25|June|2012|40|30|||30|31||
33172|GKMPS JAKKARAYANAKERE|26|June|2012|40|30|||30|31||
33172|GKMPS JAKKARAYANAKERE|27|June|2012|40|30|||30|31||
33172|GKMPS JAKKARAYANAKERE|29|June|2012|40|30|||30|31||
33172|GKMPS JAKKARAYANAKERE|30|June|2012|40|30|||30|31||
33311|GKHPS KETHAMARANAHALLI|2|July|2012|50|30|||50|25||
33311|GKHPS KETHAMARANAHALLI|3|July|2012|50|30|||60|25||
33311|GKHPS KETHAMARANAHALLI|4|July|2012|50|30|||60|25||
33311|GKHPS KETHAMARANAHALLI|5|July|2012|50|30|||63|27||
33311|GKHPS KETHAMARANAHALLI|6|July|2012|50|30|||64|26||
33311|GKHPS KETHAMARANAHALLI|7|July|2012|50|30|||60|25||
33311|GKHPS KETHAMARANAHALLI|9|July|2012|50|30|||63|24||
33311|GKHPS KETHAMARANAHALLI|10|July|2012|50|30|||62|25||
33311|GKHPS KETHAMARANAHALLI|11|July|2012|50|30|||62|25||
33311|GKHPS KETHAMARANAHALLI|12|July|2012|50|30|||61|23||
33311|GKHPS KETHAMARANAHALLI|13|July|2012|50|30|||60|20||
33311|GKHPS KETHAMARANAHALLI|14|July|2012|50|30|||60|19||
33311|GKHPS KETHAMARANAHALLI|16|July|2012|50|30|||60|26||
33311|GKHPS KETHAMARANAHALLI|17|July|2012|50|30|||59|25||
33311|GKHPS KETHAMARANAHALLI|18|July|2012|50|30|||59|25||
33311|GKHPS KETHAMARANAHALLI|19|July|2012|50|30|||59|25||
33311|GKHPS KETHAMARANAHALLI|20|July|2012|50|30|||59|25||
33311|GKHPS KETHAMARANAHALLI|21|July|2012|50|30|||59|26||
33311|GKHPS KETHAMARANAHALLI|23|July|2012|50|30|||59|26||
33311|GKHPS KETHAMARANAHALLI|24|July|2012|50|30|||59|26||
33311|GKHPS KETHAMARANAHALLI|25|July|2012|50|30|||59|26||
33311|GKHPS KETHAMARANAHALLI|26|July|2012|50|30|||59|26||
33311|GKHPS KETHAMARANAHALLI|28|July|2012|50|30|||59|26||
33311|GKHPS KETHAMARANAHALLI|30|July|2012|50|30|||58|26||
33311|GKHPS KETHAMARANAHALLI|31|July|2012|50|30|||59|26||
32363|GKGHPS SRIRAMPURA|2|July|2012|60|50|||56|48||
32363|GKGHPS SRIRAMPURA|3|July|2012|60|50|||54|48||
32363|GKGHPS SRIRAMPURA|4|July|2012|60|50|||53|46||
32363|GKGHPS SRIRAMPURA|5|July|2012|50|40|||57|47||
32363|GKGHPS SRIRAMPURA|6|July|2012|50|40|||56|47||
32363|GKGHPS SRIRAMPURA|9|July|2012|50|30|||56|49||
32363|GKGHPS SRIRAMPURA|10|July|2012|50|30|||55|41||
32363|GKGHPS SRIRAMPURA|11|July|2012|50|30|||54|48||
32363|GKGHPS SRIRAMPURA|12|July|2012|50|30|||54|47||
32363|GKGHPS SRIRAMPURA|13|July|2012|50|30|||53|46||
32363|GKGHPS SRIRAMPURA|14|July|2012|50|30|||53|45||
32363|GKGHPS SRIRAMPURA|16|July|2012|50|30|||54|44||
32363|GKGHPS SRIRAMPURA|17|July|2012|50|30|||51|39||
32363|GKGHPS SRIRAMPURA|18|July|2012|50|30|||48|43||
32363|GKGHPS SRIRAMPURA|19|July|2012|50|30|||51|44||
32363|GKGHPS SRIRAMPURA|20|July|2012|75|57|||50|45||
32363|GKGHPS SRIRAMPURA|21|July|2012|75|56|||51|45||
32363|GKGHPS SRIRAMPURA|23|July|2012|70|55|||51|45||
32363|GKGHPS SRIRAMPURA|24|July|2012|50|30|||50|46||
32363|GKGHPS SRIRAMPURA|25|July|2012|60|30|||50|45||
32363|GKGHPS SRIRAMPURA|26|July|2012|50|30|||51|45||
32363|GKGHPS SRIRAMPURA|28|July|2012|50|30|||50|46||
32363|GKGHPS SRIRAMPURA|30|July|2012|50|30|||51|45||
32363|GKGHPS SRIRAMPURA|31|July|2012|50|30|||50|45||
32362|GKBHPS SRIRAMPURA|2|July|2012|59|52|||59|52||
32362|GKBHPS SRIRAMPURA|3|July|2012|59|52|||59|52||
32362|GKBHPS SRIRAMPURA|4|July|2012|59|52|||55|50||
32362|GKBHPS SRIRAMPURA|5|July|2012|59|60|||58|52||
32362|GKBHPS SRIRAMPURA|6|July|2012|59|60|||50|48||
32362|GKBHPS SRIRAMPURA|9|July|2012|59|60|||82|35||
32362|GKBHPS SRIRAMPURA|10|July|2012|59|60|||82|35||
32362|GKBHPS SRIRAMPURA|11|July|2012|59|60|||82|35||
32362|GKBHPS SRIRAMPURA|12|July|2012|59|60|||82|35||
32362|GKBHPS SRIRAMPURA|13|July|2012|59|60|||86|50||
32362|GKBHPS SRIRAMPURA|14|July|2012|59|60|||70|50||
32362|GKBHPS SRIRAMPURA|16|July|2012|59|60|||68|51||
32362|GKBHPS SRIRAMPURA|17|July|2012|59|60|||62|60||
32362|GKBHPS SRIRAMPURA|18|July|2012|59|60|||63|60||
32362|GKBHPS SRIRAMPURA|19|July|2012|52|31|||63|60||
32362|GKBHPS SRIRAMPURA|20|July|2012|49|36|||64|61||
32362|GKBHPS SRIRAMPURA|21|July|2012|48|35|||53|58||
32362|GKBHPS SRIRAMPURA|23|July|2012|51|34|||51|53||
32362|GKBHPS SRIRAMPURA|24|July|2012|52|32|||52|53||
32362|GKBHPS SRIRAMPURA|25|July|2012|51|12|||52|52||
32362|GKBHPS SRIRAMPURA|26|July|2012|51|12|||51|50||
32362|GKBHPS SRIRAMPURA|28|July|2012|52|38|||52|48||
32362|GKBHPS SRIRAMPURA|30|July|2012|50|30|||50|45||
32362|GKBHPS SRIRAMPURA|31|July|2012|50|30|||48|43||
32365|GTLPS Q BLOCK|2|July|2012|20||||20|||
32365|GTLPS Q BLOCK|3|July|2012|20||||20|||
32365|GTLPS Q BLOCK|4|July|2012|20||||20|||
32365|GTLPS Q BLOCK|5|July|2012|20||||20|||
32365|GTLPS Q BLOCK|6|July|2012|20||||20|||
32365|GTLPS Q BLOCK|9|July|2012|20||||20|||
32365|GTLPS Q BLOCK|10|July|2012|20||||20|||
32365|GTLPS Q BLOCK|11|July|2012|20||||20|||
32365|GTLPS Q BLOCK|12|July|2012|20||||20|||
32365|GTLPS Q BLOCK|13|July|2012|20||||20|||
32365|GTLPS Q BLOCK|14|July|2012|20||||20|||
32365|GTLPS Q BLOCK|16|July|2012|20||||20|||
32365|GTLPS Q BLOCK|17|July|2012|20||||20|||
32365|GTLPS Q BLOCK|18|July|2012|22||||20|||
32365|GTLPS Q BLOCK|19|July|2012|22||||20|||
32365|GTLPS Q BLOCK|20|July|2012|22||||20|||
32365|GTLPS Q BLOCK|21|July|2012|20||||20|||
32365|GTLPS Q BLOCK|23|July|2012|18||||18|||
32365|GTLPS Q BLOCK|24|July|2012|18||||18|||
32365|GTLPS Q BLOCK|25|July|2012|18||||18|||
32365|GTLPS Q BLOCK|26|July|2012|18||||18|||
32365|GTLPS Q BLOCK|28|July|2012|18||||18|||
32365|GTLPS Q BLOCK|30|July|2012|18||||18|||
32365|GTLPS Q BLOCK|31|July|2012|17||||17|||
33171|GKLPS SWATHANTHRANAGAR|2|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|3|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|4|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|5|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|6|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|9|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|10|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|11|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|12|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|13|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|14|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|16|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|17|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|18|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|19|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|20|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|21|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|23|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|24|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|25|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|26|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|28|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|30|July|2012|10||||10|||
33171|GKLPS SWATHANTHRANAGAR|31|July|2012|10||||10|||
33172|GKMPS JAKKARAYANAKERE|2|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|3|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|4|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|5|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|6|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|9|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|10|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|11|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|12|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|13|July|2012|30|31|||30|32||
33172|GKMPS JAKKARAYANAKERE|14|July|2012|30|31|||30|32||
33172|GKMPS JAKKARAYANAKERE|16|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|17|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|18|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|19|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|20|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|21|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|23|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|24|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|25|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|26|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|28|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|30|July|2012|30|31|||30|31||
33172|GKMPS JAKKARAYANAKERE|31|July|2012|30|31|||30|31||
33179|GKLPS SHASTHRINAGAR|2|July|2012|25||||19|||
33179|GKLPS SHASTHRINAGAR|3|July|2012|25||||21|||
33179|GKLPS SHASTHRINAGAR|4|July|2012|25||||26|||
33179|GKLPS SHASTHRINAGAR|5|July|2012|25||||26|||
33179|GKLPS SHASTHRINAGAR|6|July|2012|25||||22|||
33179|GKLPS SHASTHRINAGAR|9|July|2012|25||||22|||
33179|GKLPS SHASTHRINAGAR|10|July|2012|25||||22|||
33179|GKLPS SHASTHRINAGAR|11|July|2012|25||||25|||
33179|GKLPS SHASTHRINAGAR|12|July|2012|25||||27|||
33179|GKLPS SHASTHRINAGAR|13|July|2012|25||||27|||
33179|GKLPS SHASTHRINAGAR|14|July|2012|25||||26|||
33179|GKLPS SHASTHRINAGAR|16|July|2012|25||||20|||
33179|GKLPS SHASTHRINAGAR|17|July|2012|25||||20|||
33179|GKLPS SHASTHRINAGAR|18|July|2012|25||||26|||
33179|GKLPS SHASTHRINAGAR|19|July|2012|25||||26|||
33179|GKLPS SHASTHRINAGAR|20|July|2012|25||||18|||
33179|GKLPS SHASTHRINAGAR|21|July|2012|25||||24|||
33179|GKLPS SHASTHRINAGAR|23|July|2012|25||||23|||
33179|GKLPS SHASTHRINAGAR|24|July|2012|24||||23|||
33179|GKLPS SHASTHRINAGAR|25|July|2012|27||||27|||
33179|GKLPS SHASTHRINAGAR|26|July|2012|25||||23|||
33179|GKLPS SHASTHRINAGAR|28|July|2012|27||||33|||
33179|GKLPS SHASTHRINAGAR|30|July|2012|22||||40|||
33179|GKLPS SHASTHRINAGAR|31|July|2012|25||||44|||
33311|GKHPS KETHAMARANAHALLI|1|August|2012|50|30|||59|28||
33311|GKHPS KETHAMARANAHALLI|2|August|2012|50|30|||56|35||
33311|GKHPS KETHAMARANAHALLI|3|August|2012|50|30|||56|25||
33311|GKHPS KETHAMARANAHALLI|4|August|2012|50|30|||50|23||
33311|GKHPS KETHAMARANAHALLI|6|August|2012|50|30|||62|24||
33311|GKHPS KETHAMARANAHALLI|7|August|2012|50|30|||61|26||
33311|GKHPS KETHAMARANAHALLI|8|August|2012|50|30|||62|25||
33311|GKHPS KETHAMARANAHALLI|10|August|2012|50|30|||63|25||
33311|GKHPS KETHAMARANAHALLI|11|August|2012|50|30|||60|19||
33311|GKHPS KETHAMARANAHALLI|13|August|2012|50|30|||60|20||
33311|GKHPS KETHAMARANAHALLI|14|August|2012|50|30|||60|20||
33311|GKHPS KETHAMARANAHALLI|16|August|2012|50|30|||60|20||
33311|GKHPS KETHAMARANAHALLI|17|August|2012|50|30|||62|18||
33311|GKHPS KETHAMARANAHALLI|18|August|2012|50|30|||62|20||
33311|GKHPS KETHAMARANAHALLI|21|August|2012|60|20|||62|20||
33311|GKHPS KETHAMARANAHALLI|22|August|2012|60|20|||65|20||
33311|GKHPS KETHAMARANAHALLI|23|August|2012|60|20|||65|32||
33311|GKHPS KETHAMARANAHALLI|24|August|2012|60|20|||64|30||
33311|GKHPS KETHAMARANAHALLI|25|August|2012|60|20|||63|30||
33311|GKHPS KETHAMARANAHALLI|27|August|2012|60|20|||64|24||
33311|GKHPS KETHAMARANAHALLI|28|August|2012|60|20|||61|26||
33311|GKHPS KETHAMARANAHALLI|29|August|2012|60|20|||56|28||
33311|GKHPS KETHAMARANAHALLI|30|August|2012|60|20|||56|28||
33311|GKHPS KETHAMARANAHALLI|31|August|2012|60|20|||59|28||
32363|GKGHPS SRIRAMPURA|1|August|2012|50|30|||49|45||
32363|GKGHPS SRIRAMPURA|2|August|2012|50|30|||51|45||
32363|GKGHPS SRIRAMPURA|3|August|2012|50|30|||52|45||
32363|GKGHPS SRIRAMPURA|6|August|2012|50|30|||52|45||
32363|GKGHPS SRIRAMPURA|7|August|2012|50|30|||51|44||
32363|GKGHPS SRIRAMPURA|8|August|2012|50|30|||51|45||
32363|GKGHPS SRIRAMPURA|9|August|2012|50|30|||53|45||
32363|GKGHPS SRIRAMPURA|10|August|2012|50|30|||42|36||
32363|GKGHPS SRIRAMPURA|11|August|2012|50|30|||51|45||
32363|GKGHPS SRIRAMPURA|13|August|2012|50|30|||50|47||
32363|GKGHPS SRIRAMPURA|14|August|2012|50|30|||50|47||
32363|GKGHPS SRIRAMPURA|16|August|2012|50|30|||50|47||
32363|GKGHPS SRIRAMPURA|17|August|2012|50|30|||51|47||
32363|GKGHPS SRIRAMPURA|18|August|2012|50|30|||49|44||
32363|GKGHPS SRIRAMPURA|21|August|2012|50|30|||50|46||
32363|GKGHPS SRIRAMPURA|22|August|2012|50|30|||48|45||
32363|GKGHPS SRIRAMPURA|23|August|2012|50|30|||50|45||
32363|GKGHPS SRIRAMPURA|24|August|2012|50|30|||49|46||
32363|GKGHPS SRIRAMPURA|25|August|2012|50|30|||50|46||
32363|GKGHPS SRIRAMPURA|27|August|2012|50|30|||50|44||
32363|GKGHPS SRIRAMPURA|28|August|2012|50|30|||51|46||
32363|GKGHPS SRIRAMPURA|29|August|2012|50|30|||52|46||
32363|GKGHPS SRIRAMPURA|30|August|2012|50|30|||52|46||
