School_Code|acyear|Class1_Total_Enr_Boys|Class2_Total_Enr_Boys|Class3_Total_Enr_Boys|Class4_Total_Enr_Boys|Class5_Total_Enr_Boys|Class6_Total_Enr_Boys|Class7_Total_Enr_Boys|Class8_Total_Enr_Boys|Class1_Total_Enr_Girls|Class2_Total_Enr_Girls|Class3_Total_Enr_Girls|Class4_Total_Enr_Girls|Class5_Total_Enr_Girls|Class6_Total_Enr_Girls|Class7_Total_Enr_Girls|Class8_Total_Enr_Girls
29300512501|2010-11|11|7|7|6|6|13|10|0|7|4|14|5|12|7|5|0
29300510801|2010-11|5|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0
29300512602|2010-11|3|2|1|3|3|5|5|0|4|4|1|3|6|6|2|0
29300510901|2010-11|24|25|19|23|31|40|31|0|19|21|35|28|25|23|36|0
29300512901|2010-11|1|6|4|5|3|0|0|0|2|5|2|4|5|0|0|0
29300510902|2010-11|16|24|15|25|29|31|21|0|12|17|21|14|24|17|23|0
29300513002|2010-11|2|6|0|0|0|0|0|0|2|7|0|0|0|0|0|0
29300510903|2010-11|4|6|10|8|8|4|2|0|8|5|4|6|3|8|8|0
29300513301|2010-11|17|16|13|15|20|11|14|14|19|19|18|21|13|20|17|21
29300511001|2010-11|0|2|1|0|1|0|0|0|0|2|3|0|1|0|0|0
29300511101|2010-11|0|4|5|3|5|0|0|0|3|3|4|8|4|0|0|0
29300513502|2010-11|9|8|9|8|19|8|10|10|10|6|6|12|18|13|22|15
29300511102|2010-11|1|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0
29300511301|2010-11|9|5|0|3|3|0|0|0|4|4|5|2|5|0|0|0
29300512801|2010-11|12|18|17|18|7|21|22|19|18|15|18|21|11|16|16|16
29300511401|2010-11|4|6|4|3|14|9|9|0|7|11|4|5|8|10|14|0
29300511501|2010-11|4|10|10|5|5|0|0|0|7|7|7|8|1|0|0|0
29300512902|2010-11|2|1|0|2|1|0|0|0|1|4|2|2|1|0|0|0
29300511701|2010-11|2|4|5|4|0|0|0|0|3|2|1|2|0|0|0|0
29300511702|2010-11|21|19|20|10|21|14|10|15|25|21|16|13|21|22|10|13
29300513101|2010-11|8|3|7|8|10|4|5|0|7|6|6|11|4|6|4|0
29300513201|2010-11|18|13|15|13|12|12|0|0|16|7|3|9|7|7|0|0
29300511901|2010-11|1|5|3|0|0|0|0|0|2|2|3|5|0|0|0|0
29300512001|2010-11|8|4|8|11|3|2|6|0|4|4|6|3|2|5|6|0
29300513401|2010-11|11|7|6|7|11|6|7|0|8|7|6|7|3|13|6|0
29300512101|2010-11|8|13|12|16|19|0|0|0|8|10|9|11|17|0|0|0
29300513601|2010-11|23|12|9|26|20|29|27|0|22|13|24|21|20|12|23|0
29300512301|2010-11|9|16|14|11|12|18|13|13|9|13|13|11|20|12|15|10
29300512401|2010-11|10|6|7|10|11|9|12|0|5|3|6|11|9|13|9|0
29300513801|2010-11|5|2|1|5|2|0|0|0|4|3|5|3|4|0|0|0
29300514701|2010-11|6|1|5|6|2|0|0|0|1|6|5|4|1|0|0|0
29300512502|2010-11|2|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0
29300512601|2010-11|9|5|7|9|12|8|5|0|8|6|5|5|10|6|7|0
29300513902|2010-11|12|13|19|12|14|14|6|0|15|15|12|14|13|12|8|0
29300512701|2010-11|7|6|11|8|1|4|7|0|12|10|3|10|4|5|6|0
29300514001|2010-11|7|7|3|4|9|20|25|21|6|5|6|4|10|12|15|17
29300513001|2010-11|22|25|20|25|30|17|30|28|24|25|19|23|16|23|24|39
29300514101|2010-11|3|4|7|6|6|9|5|0|7|6|2|7|9|8|5|0
29300514301|2010-11|2|8|3|10|6|12|7|0|0|9|6|7|11|16|12|0
29300513501|2010-11|23|24|19|16|23|23|16|15|22|15|24|24|23|19|9|16
29300514501|2010-11|6|6|10|5|2|0|0|0|3|5|3|3|3|0|0|0
29300513602|2010-11|7|7|8|0|0|0|0|0|4|4|3|0|0|0|0|0
29300513701|2010-11|5|4|8|7|10|8|0|0|9|10|4|7|10|8|0|0
29300513803|2010-11|9|11|22|14|12|9|0|0|5|5|8|9|10|6|0|0
29300514801|2010-11|9|5|5|4|3|0|0|0|4|2|2|2|2|0|0|0
29300513903|2010-11|3|7|2|0|0|0|0|0|3|7|6|0|0|0|0|0
29300514002|2010-11|3|1|6|1|0|0|0|0|1|1|4|3|0|0|0|0
29300514201|2010-11|2|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0
29300514302|2010-11|2|2|3|1|2|0|0|0|4|2|4|5|6|0|0|0
29300514401|2010-11|2|5|2|4|1|0|0|0|4|2|0|1|3|0|0|0
29300514601|2010-11|2|2|1|3|1|0|0|0|6|3|5|2|1|0|0|0
29300514902|2010-11|2|1|1|1|0|0|0|0|0|1|1|1|1|0|0|0
29300511202|2010-11|1|4|10|1|4|0|0|0|8|8|9|7|8|0|0|0
29300503701|2010-11|0|1|8|6|3|0|0|0|3|4|1|3|4|0|0|0
29300503801|2010-11|5|0|8|4|1|0|0|0|5|5|1|1|0|0|0|0
29300503901|2010-11|8|6|9|5|8|6|13|0|10|9|8|6|14|10|10|0
29300504001|2010-11|11|8|10|13|16|7|24|0|7|16|11|14|13|16|24|0
29300515001|2010-11|3|1|3|4|1|0|0|0|2|1|2|2|1|0|0|0
29300500301|2010-11|8|4|6|12|7|5|0|0|3|8|9|4|5|4|0|0
29300500302|2010-11|3|6|6|4|2|0|0|0|5|4|6|6|3|0|0|0
29300515805|2010-11|0|0|0|0|42|66|59|0|0|0|0|0|9|7|4|0
29300600504|2010-11|7|1|1|3|8|2|3|0|5|4|4|3|4|7|5|0
29300514901|2010-11|7|4|7|4|2|0|0|0|5|4|7|12|3|0|0|0
29300601203|2010-11|10|8|9|0|0|0|0|0|8|8|7|0|0|0|0|0
29300602548|2010-11|41|32|27|18|15|11|13|0|23|18|11|17|10|8|8|0
29300515003|2010-11|26|28|23|32|23|17|20|14|30|23|23|27|25|25|22|21
29300515101|2010-11|2|1|2|1|6|0|0|0|1|4|3|2|1|0|0|0
29300602703|2010-11|1|8|7|2|3|0|0|0|3|1|7|4|4|0|0|0
29300515201|2010-11|1|2|3|4|7|0|0|0|3|8|5|2|4|0|0|0
29300515301|2010-11|0|4|3|4|2|0|0|0|0|2|1|3|4|0|0|0
29300515401|2010-11|2|2|0|5|1|0|0|0|3|1|0|1|0|0|0|0
29300602705|2010-11|6|4|10|12|16|14|21|0|10|8|5|8|17|23|25|0
29300515501|2010-11|4|4|4|5|3|0|0|0|1|2|0|1|3|0|0|0
29300515504|2010-11|0|0|13|13|12|9|11|10|0|0|15|10|14|15|9|7
29300515601|2010-11|2|6|6|2|2|0|0|0|2|3|4|5|5|0|0|0
29300515701|2010-11|9|8|3|5|3|1|3|0|7|6|1|6|2|0|2|0
29300515703|2010-11|20|20|15|13|16|15|13|0|15|19|18|19|12|13|6|0
29300602709|2010-11|3|3|8|5|7|6|0|0|9|4|8|6|5|1|0|0
29300515705|2010-11|17|19|18|14|16|14|0|0|15|6|7|10|7|4|0|0
29300515803|2010-11|35|40|21|28|0|0|0|0|15|22|20|19|0|0|0|0
29300602710|2010-11|30|24|28|20|22|21|19|0|12|10|4|10|9|9|12|0
29300600201|2010-11|8|13|8|13|12|11|12|0|10|10|14|15|16|8|8|0
29300600202|2010-11|10|6|6|5|4|6|5|0|5|5|7|3|5|6|2|0
29300602712|2010-11|4|4|8|4|0|0|0|0|5|6|4|1|6|0|0|0
29300600401|2010-11|22|26|27|33|40|53|64|0|0|0|0|0|0|0|0|0
29300600402|2010-11|0|0|0|0|0|0|0|0|25|20|28|35|27|49|50|0
29300600403|2010-11|3|6|8|9|7|4|10|0|16|12|15|12|14|19|23|0
29300602713|2010-11|11|17|7|8|0|0|0|0|6|8|8|8|0|0|0|0
29300600404|2010-11|27|31|28|24|12|18|0|0|30|25|15|21|19|15|0|0
29300600405|2010-11|58|39|60|43|39|22|39|0|29|18|16|16|20|16|11|0
29300600406|2010-11|11|15|4|10|9|0|0|0|12|10|18|14|21|0|0|0
29300602901|2010-11|3|1|3|2|1|0|0|0|4|7|1|2|5|0|0|0
29300600407|2010-11|32|23|31|16|28|7|10|0|18|13|19|7|8|7|5|0
29300600408|2010-11|0|0|0|0|17|22|26|0|0|0|0|0|5|5|19|0
29300600501|2010-11|11|15|24|19|20|21|31|0|0|0|0|0|0|0|0|0
29300603001|2010-11|8|9|8|17|17|13|11|0|10|17|13|12|18|15|22|0
29300600502|2010-11|0|0|0|0|0|0|0|0|23|24|24|27|20|32|34|0
29300600503|2010-11|1|1|0|0|2|2|2|0|7|4|6|5|6|5|1|0
29300600505|2010-11|21|16|15|12|13|4|4|0|7|11|12|5|4|1|4|0
29300600506|2010-11|10|6|9|7|3|0|0|0|2|4|1|4|4|0|0|0
29300603301|2010-11|3|3|1|3|1|0|0|0|7|7|5|6|7|0|0|0
29300600507|2010-11|27|7|9|13|4|11|0|0|7|13|10|9|4|13|0|0
29300600601|2010-11|4|10|5|9|4|0|0|0|7|6|7|7|7|0|0|0
29300603302|2010-11|13|12|11|12|20|9|7|0|17|11|23|14|16|15|14|0
29300601201|2010-11|6|9|11|21|8|16|3|0|8|8|17|11|17|11|7|0
29300601202|2010-11|1|0|2|7|1|1|2|0|7|6|5|6|7|6|9|0
29300601702|2010-11|10|13|5|14|12|13|23|0|12|9|6|13|12|14|16|0
29300602001|2010-11|19|17|24|28|22|14|12|24|16|20|26|19|12|15|13|23
29300603416|2010-11|9|4|6|11|10|13|9|0|0|9|9|12|16|19|15|0
29300603002|2010-11|1|1|1|0|1|0|0|0|3|0|3|0|0|0|0|0
29300602708|2010-11|2|5|8|3|9|4|6|0|7|13|12|6|2|6|5|0
29300603405|2010-11|7|5|5|2|1|1|0|0|24|25|36|34|28|40|42|0
29300603467|2010-11|19|15|18|8|13|0|0|0|4|7|8|9|5|0|0|0
29300603408|2010-11|25|13|26|37|47|53|56|0|12|13|21|2|3|0|0|0
29300602711|2010-11|14|12|13|2|10|7|0|0|15|11|13|11|6|2|0|0
29300603411|2010-11|0|0|0|0|0|0|0|0|39|52|65|70|79|65|69|0
29300602714|2010-11|24|22|39|43|52|31|39|0|18|12|10|20|34|7|11|0
29300603422|2010-11|19|22|22|23|19|32|18|0|14|24|34|29|30|23|21|0
29300603426|2010-11|2|2|2|1|2|0|0|0|3|2|0|1|1|0|0|0
29300603435|2010-11|0|0|0|0|12|52|47|0|0|0|0|0|1|10|10|0
29300603439|2010-11|19|9|11|11|5|5|10|0|12|14|9|2|9|4|0|0
29300603401|2010-11|11|19|20|18|26|36|54|0|0|0|0|0|0|0|0|0
29300603402|2010-11|6|15|10|13|19|16|13|0|12|18|6|11|14|15|5|0
29300603403|2010-11|45|60|44|60|46|60|62|0|39|56|63|39|43|42|50|0
29300603406|2010-11|12|19|10|19|19|19|27|0|30|29|31|34|30|52|35|0
29300603407|2010-11|0|0|0|0|0|0|0|0|22|22|26|45|55|37|52|0
29300603409|2010-11|8|12|5|15|10|6|6|0|12|7|7|7|5|6|3|0
29300603410|2010-11|43|47|46|46|45|32|46|0|0|0|0|0|0|0|0|0
29300603412|2010-11|13|18|20|21|17|26|24|0|28|29|30|27|35|28|31|0
29300603472|2010-11|18|11|11|4|5|0|0|0|10|9|4|6|0|0|0|0
29300603413|2010-11|66|71|51|47|53|48|37|47|38|38|40|34|32|25|35|33
29300603476|2010-11|58|61|52|64|51|51|34|22|48|40|42|41|38|34|30|39
29300603414|2010-11|65|49|51|50|50|34|50|27|35|40|33|36|49|28|38|26
29300603479|2010-11|31|23|14|7|10|0|0|0|21|9|15|6|9|0|0|0
29300603417|2010-11|45|44|40|22|29|32|22|27|23|16|29|23|19|16|13|12
29300603419|2010-11|13|15|12|22|14|17|14|0|8|9|9|14|13|9|8|0
29300603420|2010-11|17|13|23|19|20|19|17|0|17|11|19|14|11|21|15|0
29300603802|2010-11|3|7|4|6|8|0|0|0|5|3|3|2|4|0|0|0
29300603423|2010-11|13|11|6|8|15|9|11|0|9|7|8|15|14|9|8|0
29300604001|2010-11|12|18|12|16|8|27|22|27|12|12|16|21|17|24|16|27
29300603424|2010-11|6|7|2|5|11|0|0|0|7|3|6|15|9|0|0|0
29300603425|2010-11|3|8|5|7|3|0|0|0|5|8|3|7|10|0|0|0
29300604401|2010-11|10|3|4|5|6|0|0|0|3|9|6|7|8|0|0|0
29300603428|2010-11|21|22|28|25|13|0|0|0|21|21|13|15|30|0|0|0
29300604902|2010-11|4|6|9|4|7|6|4|0|12|14|11|17|13|13|15|0
29300603429|2010-11|9|6|9|13|12|6|11|0|48|33|33|39|32|39|35|0
29300603430|2010-11|7|6|4|7|13|0|0|0|6|4|12|10|4|0|0|0
29300605302|2010-11|0|0|0|0|0|0|0|0|48|42|46|73|48|83|46|0
29300603432|2010-11|18|28|25|22|27|17|10|0|25|16|19|26|26|11|14|0
29300603436|2010-11|0|0|0|0|0|83|146|188|0|0|0|0|0|51|87|162
29300603437|2010-11|43|22|37|26|31|35|28|31|12|18|18|14|13|11|16|12
29300605306|2010-11|24|14|12|26|29|40|21|0|21|16|17|21|23|36|26|0
29300603440|2010-11|30|35|30|28|19|11|10|0|30|27|21|16|22|14|7|0
29300605311|2010-11|15|21|12|19|17|5|8|0|19|12|10|14|14|7|6|0
29300603441|2010-11|40|32|27|28|31|18|3|0|9|15|14|22|21|16|2|0
29300603464|2010-11|51|60|59|42|43|47|45|32|32|31|34|31|19|19|19|24
29300603474|2010-11|7|15|10|17|5|2|3|3|18|20|15|15|14|13|12|14
29300603468|2010-11|0|0|0|0|0|38|51|221|0|0|0|0|0|18|25|69
29300604402|2010-11|3|6|4|5|4|6|5|0|5|4|5|4|4|7|5|0
29300603473|2010-11|0|0|1|0|0|0|0|0|4|1|2|1|2|0|0|0
29300605356|2010-11|31|24|13|24|17|10|13|0|12|13|16|7|8|10|12|0
29300603477|2010-11|31|19|0|0|0|0|0|0|11|15|0|0|0|0|0|0
29300603478|2010-11|1|0|0|0|1|0|0|0|8|10|9|7|2|0|0|0
29300605301|2010-11|30|40|36|47|57|62|56|0|0|0|0|0|0|0|0|0
29300603480|2010-11|40|25|24|17|20|9|0|0|18|26|17|22|9|7|0|0
29300605703|2010-11|11|8|10|10|5|9|13|24|7|8|13|11|10|18|20|10
29300603481|2010-11|11|11|0|0|0|0|0|0|8|8|0|0|0|0|0|0
29300605705|2010-11|18|15|9|22|22|13|12|17|14|12|14|20|19|18|9|14
29300605706|2010-11|1|2|0|1|3|0|0|0|4|1|0|1|0|0|0|0
29300605708|2010-11|3|6|7|6|5|13|0|0|11|4|5|13|11|12|0|0
29300605709|2010-11|6|6|9|11|16|6|0|0|8|8|9|12|9|11|0|0
29300603482|2010-11|0|0|0|0|0|46|0|0|0|0|0|0|0|23|0|0
29300605711|2010-11|0|1|1|1|5|0|0|0|1|1|2|0|2|0|0|0
29300605792|2010-11|20|16|11|6|3|0|0|0|16|2|6|3|0|0|0|0
29300606202|2010-11|10|12|16|9|9|11|3|0|10|7|10|13|15|7|4|0
29300606204|2010-11|0|0|0|0|0|0|0|0|35|32|37|40|44|58|55|48
29300603484|2010-11|0|0|0|0|23|21|34|0|0|0|0|0|6|8|13|0
29300606205|2010-11|0|1|0|0|0|0|0|0|3|2|4|1|0|0|0|0
29300606207|2010-11|10|16|10|24|20|13|16|20|19|23|16|11|10|17|20|19
29300603801|2010-11|31|29|26|23|27|35|36|0|27|19|19|25|26|24|23|0
29300606208|2010-11|3|2|2|5|2|0|0|0|5|3|3|2|2|0|0|0
29300606210|2010-11|6|5|9|2|7|0|0|0|7|7|6|11|6|0|0|0
29300606212|2010-11|3|5|6|2|3|0|0|0|8|3|6|5|4|0|0|0
29300605475|2010-11|22|0|0|0|0|0|0|0|12|0|0|0|0|0|0|0
29300606215|2010-11|3|3|2|2|1|0|0|0|2|4|3|3|2|0|0|0
29300606217|2010-11|9|2|0|0|0|0|0|0|16|0|1|0|0|0|0|0
29300606501|2010-11|26|27|30|43|29|43|38|0|0|0|0|0|0|0|0|0
29300603803|2010-11|4|5|2|3|3|0|0|0|7|4|6|4|3|0|0|0
29300606502|2010-11|0|0|0|0|0|0|0|0|29|33|39|40|47|31|37|0
29300606504|2010-11|8|4|8|7|6|7|4|0|7|4|5|5|4|8|3|0
29300603805|2010-11|0|0|0|0|0|24|22|22|0|0|0|0|0|17|23|23
29300606505|2010-11|7|10|9|8|9|11|0|0|8|6|5|6|5|14|0|0
29300606508|2010-11|3|5|5|0|0|0|0|0|1|2|8|0|0|0|0|0
29300606602|2010-11|22|21|15|21|21|15|22|0|15|21|22|28|17|23|21|0
29300605308|2010-11|0|1|3|0|0|0|0|0|4|4|2|3|2|0|0|0
29300604002|2010-11|0|0|0|0|0|0|0|0|5|2|6|2|9|0|0|0
29300606603|2010-11|18|10|21|14|27|23|19|0|9|13|19|22|19|20|10|0
29300606703|2010-11|27|16|24|25|38|38|0|0|33|20|30|34|25|48|0|0
29300606605|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|41|24|0
29300606705|2010-11|6|8|15|16|8|10|10|0|10|7|8|8|11|9|4|0
29300606708|2010-11|4|2|4|4|5|0|0|0|2|2|10|7|6|0|0|0
29300606710|2010-11|37|22|19|18|23|0|0|0|25|13|11|7|5|0|0|0
29300604003|2010-11|2|4|2|10|4|3|4|0|3|3|2|3|8|6|3|0
29300606780|2010-11|3|4|1|1|1|0|0|0|2|1|2|4|3|0|0|0
29300606209|2010-11|20|14|15|19|16|11|15|0|16|18|12|11|15|7|7|0
29300605704|2010-11|5|9|9|8|16|9|18|0|8|6|10|15|13|10|9|0
29300606203|2010-11|23|38|44|47|65|74|89|0|0|0|0|0|0|0|0|0
29300606503|2010-11|2|3|0|1|4|0|0|0|1|1|8|4|3|0|0|0
29300605707|2010-11|42|36|36|41|37|20|19|0|36|22|28|27|17|12|17|0
29300606904|2010-11|31|34|32|26|24|27|30|0|22|18|24|11|13|12|22|0
29300606206|2010-11|13|9|12|8|5|0|0|0|9|12|7|5|10|0|0|0
29300605710|2010-11|0|0|0|1|3|0|0|0|3|1|3|2|2|0|0|0
29300606601|2010-11|13|12|13|9|8|9|13|0|10|3|12|7|12|11|20|0
29300606779|2010-11|3|3|7|2|5|0|0|0|13|2|8|3|1|0|0|0
29300606908|2010-11|10|5|5|7|6|0|0|0|6|13|7|5|2|0|0|0
29300606801|2010-11|14|8|17|11|13|9|11|0|12|13|9|15|16|17|11|0
29300606213|2010-11|4|2|7|3|6|0|0|0|7|6|6|8|4|0|0|0
29300606401|2010-11|11|12|14|13|13|13|22|19|8|9|4|15|17|11|20|18
29300606781|2010-11|22|13|10|4|0|0|0|0|4|5|0|3|0|0|0|0
29300607602|2010-11|6|5|2|10|4|0|0|0|3|8|8|3|3|0|0|0
29300606707|2010-11|3|13|7|6|6|0|0|0|7|8|9|8|7|0|0|0
29300606701|2010-11|35|37|38|41|46|34|38|50|42|42|40|60|34|30|33|41
29300606901|2010-11|21|28|40|30|26|34|35|0|0|0|0|0|0|0|0|0
29300606902|2010-11|0|0|0|0|0|0|0|0|27|35|40|40|37|35|36|0
29300608401|2010-11|18|14|12|11|6|5|11|6|6|15|6|13|7|10|11|10
29300606903|2010-11|4|0|1|2|1|0|0|0|6|2|5|1|4|0|0|0
29300605314|2010-11|6|8|6|15|5|15|14|16|6|11|3|11|8|12|15|18
29300604901|2010-11|14|19|23|21|31|30|41|0|19|11|22|16|24|13|14|0
29300608901|2010-11|12|8|12|14|9|10|0|0|14|11|11|6|7|11|0|0
29300604903|2010-11|24|20|24|14|18|14|9|0|11|15|5|14|11|13|13|0
29300605402|2010-11|16|14|18|25|30|11|16|0|9|18|5|6|8|7|2|0
29300605303|2010-11|5|9|6|8|5|11|13|0|23|22|26|24|16|31|33|0
29300605304|2010-11|3|4|2|3|3|0|0|0|3|3|4|4|2|0|0|0
29300605307|2010-11|10|15|13|12|11|17|11|0|11|11|14|13|16|20|23|0
29300605602|2010-11|6|7|12|10|9|0|0|0|11|6|7|5|4|0|0|0
29300605312|2010-11|48|52|62|49|67|86|83|0|40|49|56|53|67|72|93|0
29300605315|2010-11|10|8|9|6|3|0|0|0|12|6|6|10|9|0|0|0
29300605357|2010-11|48|38|32|39|33|20|23|0|25|25|20|13|12|6|13|0
29300605401|2010-11|13|29|25|27|39|32|33|0|28|20|29|26|27|30|32|0
29300605403|2010-11|0|3|4|3|10|0|0|0|2|3|2|3|2|0|0|0
29300605421|2010-11|27|26|23|40|33|15|12|0|13|14|25|15|21|12|13|0
29300605473|2010-11|11|2|0|3|0|0|0|0|0|1|2|0|4|0|0|0
29300605601|2010-11|21|13|14|12|16|9|7|0|10|11|18|13|18|12|8|0
